SYMBOL,COMPANY,MEETING_DATE,PURPOSE,DETAILS
SRTL,Shree Ram Twistex Limited,12-Aug-2026,Board Meeting Intimation,SHREE RAM TWISTEX LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SRTL,Shree Ram Twistex Limited,12-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
STALLION,Stallion India Fluorochemicals Limited,12-Aug-2026,Board Meeting Intimation,STALLION INDIA FLUOROCHEMICALS LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
STALLION,Stallion India Fluorochemicals Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
STARPAPER,Star Paper Mills Limited,12-Aug-2026,Board Meeting Intimation,STAR PAPER MILLS LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
STARPAPER,Star Paper Mills Limited,12-Aug-2026,Financial Results,"To inter-alia  consider and approve the financial results for the quarter ended Jun 30, 2026"
SUDARSCHEM,Sudarshan Chemical Industries Limited,12-Aug-2026,Board Meeting Intimation,Sudarshan Chemical Industries Limited has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
SUDARSCHEM,Sudarshan Chemical Industries Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SUNTV,Sun TV Network Limited,12-Aug-2026,Board Meeting Intimation,SUN TV NETWORK LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Dividend.
SUNTV,Sun TV Network Limited,12-Aug-2026,Financial Results/Dividend,"To consider and approve the financial results for the period ended Jun 30, 2026 and dividend"
SURAKSHA,Suraksha Diagnostic Limited,12-Aug-2026,Board Meeting Intimation,SURAKSHA DIAGNOSTIC LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
TASTYBITE,Tasty Bite Eatables Limited,12-Aug-2026,Board Meeting Intimation,TASTY BITE EATABLES LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
TASTYBITE,Tasty Bite Eatables Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
TECILCHEM,TECIL Chemicals and Hydro Power Limited,12-Aug-2026,Board Meeting Intimation,TECIL CHEMICALS AND HYDRO POWER LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
TECILCHEM,TECIL Chemicals and Hydro Power Limited,12-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
TEXMOPIPES,Texmo Pipes and Products Limited,12-Aug-2026,Board Meeting Intimation,Texmo Pipes and Products Limited has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Fund raising.
TEXMOPIPES,Texmo Pipes and Products Limited,12-Aug-2026,Financial Results/Fund Raising,"To consider and approve the financial results for the period ended Jun 30, 2026 and Fund Raising"
TIGERLOGS,Tiger Logistics (India) Limited,12-Aug-2026,Board Meeting Intimation,Tiger Logistics (India) Limited has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
TIGERLOGS,Tiger Logistics (India) Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
TIGERLOGS,Tiger Logistics (India) Limited,12-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,12-Aug-2026,Board Meeting Intimation,TITAGARH RAIL SYSTEMS LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
TMCV,Tata Motors Limited,12-Aug-2026,Board Meeting Intimation,Tata Motors Limited has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Audited Financial results of the Company for the Quarterly ended June 2026 .
TMCV,Tata Motors Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
TNPL,Tamil Nadu Newsprint & Papers Limited,12-Aug-2026,Board Meeting Intimation,TAMIL NADU NEWSPRINT & PAPERS LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
TNPL,Tamil Nadu Newsprint & Papers Limited,12-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
TOLINS,Tolins Tyres Limited,12-Aug-2026,Board Meeting Intimation,Tolins Tyres Limited has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
TOLINS,Tolins Tyres Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
TOUCHWOOD,Touchwood Entertainment Limited,12-Aug-2026,Board Meeting Intimation,TOUCHWOOD ENTERTAINMENT LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
TOUCHWOOD,Touchwood Entertainment Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
UNIENTER,Uniphos Enterprises Limited,12-Aug-2026,Board Meeting Intimation,UNIPHOS ENTERPRISES LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
UNIENTER,Uniphos Enterprises Limited,12-Aug-2026,Financial Results,"Board Meeting for considering the unaudited financial results for the quarter ended June 30, 2026"
UNIVPHOTO,Universus Photo Imagings Limited,12-Aug-2026,Board Meeting Intimation,UNIVERSUS PHOTO IMAGINGS LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
UNIVPHOTO,Universus Photo Imagings Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
VADILALIND,Vadilal Industries Limited,12-Aug-2026,Board Meeting Intimation,VADILAL INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
VADILALIND,Vadilal Industries Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
VADILALIND,Vadilal Industries Limited,12-Aug-2026,Financial Results/Dividend,"To consider and approve the financial results for the period ended Jun 30, 2026 and dividend"
VALIANTORG,Valiant Organics Limited,12-Aug-2026,Board Meeting Intimation,Valiant Organics Limited has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
VALIANTORG,Valiant Organics Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
VASCONEQ,Vascon Engineers Limited,12-Aug-2026,Board Meeting Intimation,VASCON ENGINEERS LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
VASCONEQ,Vascon Engineers Limited,12-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
VESUVIUS,Vesuvius India Limited,12-Aug-2026,Board Meeting Intimation,VESUVIUS INDIA LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
VETO,Veto Switchgears And Cables Limited,12-Aug-2026,Board Meeting Intimation,VETO SWITCHGEARS AND CABLES LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
VETO,Veto Switchgears And Cables Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
VGL,VARVEE GLOBAL LIMITED,12-Aug-2026,Board Meeting Intimation,VARVEE GLOBAL LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
VGL,VARVEE GLOBAL LIMITED,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
VIPIND,VIP Industries Limited,12-Aug-2026,Board Meeting Intimation,VIP INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
VIPIND,VIP Industries Limited,12-Aug-2026,Financial Results,"VIP INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Un-audited Financial results of the Company for the Quarterly ended June, 2026."
VISACHROME,VISA Chrome Limited,12-Aug-2026,Board Meeting Intimation,VISA CHROME LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
VISACHROME,VISA Chrome Limited,12-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
VOEPL,Virtuoso Optoelectronics Limited,12-Aug-2026,Board Meeting Intimation,Virtuoso Optoelectronics Limited has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
VOEPL,Virtuoso Optoelectronics Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
VRAJ,Vraj Iron and Steel Limited,12-Aug-2026,Board Meeting Intimation,VRAJ IRON AND STEEL LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
VRAJ,Vraj Iron and Steel Limited,12-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
WABAG,VA Tech Wabag Limited,12-Aug-2026,Board Meeting Intimation,VA TECH WABAG LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
WABAG,VA Tech Wabag Limited,12-Aug-2026,Financial Results,"Board Meeting Intimation for approval of the Unaudited Financial Results (both Standalone and Consolidated) of the Company for the quarter ended June 30, 2026."
WEL,Wonder Electricals Limited,12-Aug-2026,Board Meeting Intimation,WONDER ELECTRICALS LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
WEL,Wonder Electricals Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
WILLAMAGOR,Williamson Magor & Company Limited,12-Aug-2026,Board Meeting Intimation,Williamson Magor & Company Limited has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
WILLAMAGOR,Williamson Magor & Company Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
WIPL,The Western India Plywoods Limited,12-Aug-2026,Board Meeting Intimation,THE WESTERN INDIA PLYWOODS LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
WIPL,The Western India Plywoods Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
WSTCSTPAPR,West Coast Paper Mills Limited,12-Aug-2026,Board Meeting Intimation,WEST COAST PAPER MILLS LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
WSTCSTPAPR,West Coast Paper Mills Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
XLENERGY,XL Energy Limited,12-Aug-2026,Board Meeting Intimation,XL ENERGY LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
XLENERGY,XL Energy Limited,12-Aug-2026,Financial Results/Other business matters,"Intimation for the Monitoring Committee to be held on 12-08-2026, to consider and approve the Un-Audited financial results for the period ended Jun 30, 2026 and other business matters."
YATRA,Yatra Online Limited,12-Aug-2026,Board Meeting Intimation,Yatra Online Limited has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
YATRA,Yatra Online Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
ZENITHEXPO,Zenith Exports Limited,12-Aug-2026,Board Meeting Intimation,ZENITH EXPORTS LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
ZENITHEXPO,Zenith Exports Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
ZODIACLOTH,Zodiac Clothing Company Limited,12-Aug-2026,Board Meeting Intimation,ZODIAC CLOTHING COMPANY LIMITED has informed the Exchange about Board Meeting to be held on 12-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
ZODIACLOTH,Zodiac Clothing Company Limited,12-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
SHUKRAPHAR,Shukra Pharmaceuticals Limited,22-Aug-2026,Board Meeting Intimation,Shukra Pharmaceuticals Limited has informed the Exchange about Board Meeting to be held on 22-Aug-2026 to consider Other business.
SHUKRAPHAR,Shukra Pharmaceuticals Limited,22-Aug-2026,Other business matters,To consider other business matters
BONLON,Bonlon Industries Limited,20-Aug-2026,Board Meeting Intimation,BONLON INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 20-Aug-2026 to consider Fund raising.
BONLON,Bonlon Industries Limited,20-Aug-2026,Fund Raising,To consider Fund Raising
RATNAVEER,Ratnaveer Precision Engineering Limited,20-Aug-2026,Board Meeting Intimation,Ratnaveer Precision Engineering Limited has informed the Exchange about Board Meeting to be held on 20-Aug-2026 to consider Fund raising.
RATNAVEER,Ratnaveer Precision Engineering Limited,20-Aug-2026,Fund Raising,To consider Fund Raising
UMAEXPORTS,Uma Exports Limited,20-Aug-2026,Board Meeting Intimation,Uma Exports Limited has informed the Exchange about Board Meeting to be held on 20-Aug-2026 to consider and approve Fund raising/Increase in authorised capital/Other business.
UMAEXPORTS,Uma Exports Limited,20-Aug-2026,Fund Raising/Other business matters,To consider Fund Raising and other business matters
TVVISION,TV Vision Limited,18-Aug-2026,Board Meeting Intimation,TV VISION LIMITED has informed the Exchange about Board Meeting to be held on 18-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
TVVISION,TV Vision Limited,18-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
BAIDFIN,Baid Finserv Limited,26-Aug-2026,Board Meeting Intimation,BAID FINSERV LIMITED has informed the Exchange about Board Meeting to be held on 26-Aug-2026 to consider Other business.
BAIDFIN,Baid Finserv Limited,26-Aug-2026,Other business matters,"We hereby intimate that a meeting of the Board of Directors of the Company will be held on Wednesday, August 26, 2026 at 11:00 A.M. at the registered office of the Company inter alia to consider and approve the allotment of 72,04,099 (Seventy Two Lakh Four Thousand Ninety Nine) Equity Shares of the "
DHRUV,Dhruv Consultancy Services Limited,24-Aug-2026,Board Meeting Intimation,DHRUV CONSULTANCY SERVICES LIMITED has informed the Exchange about Board Meeting to be held on 24-Aug-2026 to consider Other business.
DHRUV,Dhruv Consultancy Services Limited,24-Aug-2026,Other business matters,To consider the date of AGM and related business matters
HERANBA,Heranba Industries Limited,22-Aug-2026,Board Meeting Intimation,Heranba Industries Limited has informed the Exchange about Board Meeting to be held on 22-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
HERANBA,Heranba Industries Limited,22-Aug-2026,Financial Results/Other business matters,"HERANBA : 22-Aug-2026 :  The Company has informed the Exchange that a Board meeting to be held on August 14, 2026 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on August 22, 2026, To consider and approve t"
DEEDEV,DEE Development Engineers Limited,21-Aug-2026,Board Meeting Intimation,DEE Development Engineers Limited has informed the Exchange about Board Meeting to be held on 21-Aug-2026 to consider Dividend.
DEEDEV,DEE Development Engineers Limited,21-Aug-2026,Dividend/Other business matters,To consider dividend and other business matters
EMKAY,Emkay Global Financial Services Limited,21-Aug-2026,Board Meeting Intimation,EMKAY GLOBAL FINANCIAL SERVICES LIMITED has informed the Exchange about Board Meeting to be held on 21-Aug-2026 to consider Fund raising.
EMKAY,Emkay Global Financial Services Limited,21-Aug-2026,Fund Raising,To consider Fund Raising
FEDERALBNK,The Federal Bank  Limited,21-Aug-2026,Board Meeting Intimation,The Federal Bank Limited has informed the Exchange about Board Meeting to be held on 21-Aug-2026 to consider Fund raising.
FEDERALBNK,The Federal Bank  Limited,21-Aug-2026,Fund Raising,"To consider and approve the proposal for raising funds by way of issuance of foreign currency denominated debt securities and/or other permissible instruments through the IFSC Banking Unit (IBU), GIFT City, of the Bank"
HOMEFIRST,Home First Finance Company India Limited,21-Aug-2026,Board Meeting Intimation,Home First Finance Company India Limited has informed the Exchange about Board Meeting to be held on 21-Aug-2026 to consider Fund raising.
ICICIBANK,ICICI Bank Limited,21-Aug-2026,Fund Raising,"The meeting of the Board of Directors of ICICI Bank Limited is scheduled to be held on Friday, August 21, 2026 to inter alia consider the revision of fund raising limit by way ofissuance of bonds/notes/offshore certificate of deposits in overseas markets."
INNOVACAP,Innova Captab Limited,21-Aug-2026,Board Meeting Intimation,INNOVA CAPTAB LIMITED has informed the Exchange about Board Meeting to be held on 21-Aug-2026 to inter-alia consider and approve the Audited Financial results of the Company for the Yearly ended March 2026 .
INNOVACAP,Innova Captab Limited,21-Aug-2026,Financial Results,"To consider, approve and take on record, the revision of standalone and consolidated financial statements of the Company for the quarter and financial year ended 31st March, 2026, due to certain inadvertent error(s) were identified in the financial statements of the Company, including in the financi"
JAYKAY,Jaykay Enterprises Limited,20-Aug-2026,Board Meeting Intimation,Jaykay Enterprises Limited has informed the Exchange about Board Meeting to be held on 20-Aug-2026 to consider Fund raising.
WEWIN,WE WIN LIMITED,29-Aug-2026,Board Meeting Intimation,WE WIN LIMITED has informed the Exchange about Board Meeting to be held on 29-Aug-2026 to consider Other business.
WEWIN,WE WIN LIMITED,29-Aug-2026,Other business matters,To consider other business matters
JNPR,Juniper Green Energy Limited,26-Aug-2026,Board Meeting Intimation,JUNIPER GREEN ENERGY LIMITED has informed the Exchange about Board Meeting to be held on 26-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
JNPR,Juniper Green Energy Limited,26-Aug-2026,Financial Results,"To consider and approve the unaudited standalone and consolidated financial results of the Company for the quarter ended June 30, 2026"
FEDFINA,Fedbank Financial Services Limited,25-Aug-2026,Board Meeting Intimation,FEDBANK FINANCIAL SERVICES LIMITED has informed the Exchange about Board Meeting to be held on 25-Aug-2026 to consider Fund raising.
FEDFINA,Fedbank Financial Services Limited,25-Aug-2026,Fund Raising,To consider Fund Raising
PATINTLOG,Patel Integrated Logistics Limited,24-Aug-2026,Board Meeting Intimation,Patel Integrated Logistics Limited has informed the Exchange about Board Meeting to be held on 24-Aug-2026 to consider and approve Dividend/Other business.
PATINTLOG,Patel Integrated Logistics Limited,24-Aug-2026,Dividend/Other business matters,Intimation under Regulation 29 of SEBI (Listing Obligation and Disclosure Requirement)- Notice of the Board Meeting
PIRAMALFIN,Piramal Finance Limited,24-Aug-2026,Board Meeting Intimation,PIRAMAL FINANCE LIMITED has informed the Exchange about Board Meeting to be held on 24-Aug-2026 to consider Fund raising.
PIRAMALFIN,Piramal Finance Limited,24-Aug-2026,Fund Raising,Intimation of Board meeting to consider and approve issuance of eligible securities of the Company by way of preferential allotment
UCOBANK,UCO Bank,24-Aug-2026,Fund Raising,To consider raising foreign currency funds through debt under a Medium Term Note (MTN) Programme
MAHASTEEL,Mahamaya Steel Industries Limited,22-Aug-2026,Board Meeting Intimation,MAHAMAYA STEEL INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 22-Aug-2026 to consider Other business.
MAHASTEEL,Mahamaya Steel Industries Limited,22-Aug-2026,Other business matters,To consider other business matters To decide the day and date of 38th Annual General Meeting for the financial year ended 2025-26.To appoint Scrutinizer for conducting the e-voting process for the 38th Annual General Meeting.
SIGACHI,Sigachi Industries Limited,22-Aug-2026,Board Meeting Intimation,SIGACHI INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 22-Aug-2026 to consider Fund raising.
SIGACHI,Sigachi Industries Limited,22-Aug-2026,Fund Raising,"The proposal of raising funds by way of issue of equity shares/ convertible warrants/ convertible securities by way of preferential issue to the promoters/ promoter group and non-promoters subject to such regulatory/ statutory approvals, as may be required"
TEGA,Tega Industries Limited,22-Aug-2026,Board Meeting Intimation,TEGA INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 22-Aug-2026 to consider Fund raising.
TEGA,Tega Industries Limited,22-Aug-2026,Fund Raising,To consider Fund Raising
ICICIBANK,ICICI Bank Limited,21-Aug-2026,Board Meeting Intimation,ICICI BANK LIMITED has informed the Exchange about Board Meeting to be held on 21-Aug-2026 to consider Other business.
MAHESHWARI,Maheshwari Logistics Limited,27-Aug-2026,Board Meeting Intimation,MAHESHWARI LOGISTICS LIMITED has informed the Exchange about Board Meeting to be held on 27-Aug-2026 to consider Other business.
MAHESHWARI,Maheshwari Logistics Limited,27-Aug-2026,Other business matters,"1. To consider and approve the Director s Report for the year ended March 31, 2026.2. To fix date, time and venue of 20th Annual General Meeting of the Company and approve the draft notice of Annual General Meeting.3. To consider and decide book closure date and cut-off date for e-voting purpose.4. "
ARDEE,Ardee Industries Limited,25-Aug-2026,Board Meeting Intimation,Ardee Industries Limited has informed the Exchange about Board Meeting to be held on 25-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
ARDEE,Ardee Industries Limited,25-Aug-2026,Other business matters,To consider other business matters
ARDEE,Ardee Industries Limited,25-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
HMAAGRO,HMA Agro Industries Limited,25-Aug-2026,Other business matters,To consider other business matters
MVELECTRO,MV Electrosystems Limited,25-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PIGL,Power & Instrumentation (Gujarat) Limited,25-Aug-2026,Board Meeting Intimation,POWER & INSTRUMENTATION (GUJARAT) LIMITED has informed the Exchange about Board Meeting to be held on 25-Aug-2026 to consider and approve ESOP/Other business.
PIGL,Power & Instrumentation (Gujarat) Limited,25-Aug-2026,Other business matters,"To consider and approve,  ESOP and other business matters"
TEAMLEASE,Teamlease Services Limited,25-Aug-2026,Board Meeting Intimation,TEAMLEASE SERVICES LIMITED has informed the Exchange about Board Meeting to be held on 25-Aug-2026 to consider and approve ESOP/Other business.
TEAMLEASE,Teamlease Services Limited,25-Aug-2026,Other business matters,To consider other business matters
VINEETLAB,Vineet Laboratories Limited,25-Aug-2026,Board Meeting Intimation,Vineet Laboratories Limited has informed the Exchange about Board Meeting to be held on 25-Aug-2026 to inter-alia consider and approve the Audited Financial results of the Company for the Yearly ended March 2026 .
GABRIEL,Gabriel India Limited,24-Aug-2026,Board Meeting Intimation,Gabriel India Limited has informed the Exchange about Board Meeting to be held on 24-Aug-2026 to consider Fund raising.
GABRIEL,Gabriel India Limited,24-Aug-2026,Fund Raising,To Consider issue of non-convertible debt securities by way of private placement
UCOBANK,UCO Bank,24-Aug-2026,Board Meeting Intimation,UCO Bank has informed the Exchange about Board Meeting to be held on 24-Aug-2026 to consider Fund raising.
MANOMAY,Manomay Tex India Limited,31-Aug-2026,Board Meeting Intimation,MANOMAY TEX INDIA LIMITED has informed the Exchange about Board Meeting to be held on 31-Aug-2026 to consider Other business.
MANOMAY,Manomay Tex India Limited,31-Aug-2026,Other business matters,"To consider other business matters Intimation of Board meeting proposed to be held on Monday, August 31, 2026 under Regulation 29 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015"
MILKYMIST,Milky Mist Dairy Food Limited,31-Aug-2026,Board Meeting Intimation,MILKY MIST DAIRY FOOD LIMITED has informed the Exchange about Board Meeting to be held on 31-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2027 .
MILKYMIST,Milky Mist Dairy Food Limited,31-Aug-2026,Financial Results,"To consider and approve the Unaudited financial results for the period ended June 30, 2026"
ANMOL,Anmol India Limited,29-Aug-2026,Board Meeting Intimation,ANMOL INDIA LIMITED has informed the Exchange about Board Meeting to be held on 29-Aug-2026 to consider Other business.
ANMOL,Anmol India Limited,29-Aug-2026,Other business matters,"Pursuant to Regulation 29 of the SEBI (LODR) Regulations, 2015, we hereby inform you that a meeting of Board of Directors of the Company is scheduled to be held on Saturday, the 29th August, 2026 at 11.00 A.M. at the Registered Office of the Company inter- alia to consider and approve following matt"
KRISHIVAL,Krishival Foods Limited,26-Aug-2026,Board Meeting Intimation,Krishival Foods Limited has informed the Exchange about Board Meeting to be held on 26-Aug-2026 to consider Other business.
KRISHIVAL,Krishival Foods Limited,26-Aug-2026,Other business matters,To consider other business matters intimation of Board meeting
MOLDTECH,Mold-Tek Technologies Limited,26-Aug-2026,Board Meeting Intimation,MOLD-TEK TECHNOLOGIES LIMITED has informed the Exchange about Board Meeting to be held on 26-Aug-2026 to consider and approve Bonus/Dividend/Other business.
MOLDTECH,Mold-Tek Technologies Limited,26-Aug-2026,Dividend/Bonus,To consider dividend and bonus and other business matters
MOLDTKPAC,Mold-Tek Packaging Limited,26-Aug-2026,Board Meeting Intimation,Mold-Tek Packaging Limited has informed the Exchange about Board Meeting to be held on 26-Aug-2026 to consider and approve Bonus/Dividend/Increase in authorised capital/Other business.
MOLDTKPAC,Mold-Tek Packaging Limited,26-Aug-2026,Dividend/Bonus/Other business matters,"To consider dividend, bonus and other business matters"
RUSTOMJEE,Keystone Realtors Limited,26-Aug-2026,Board Meeting Intimation,KEYSTONE REALTORS LIMITED has informed the Exchange about Board Meeting to be held on 26-Aug-2026 to consider and approve Fund raising/Other business.
RUSTOMJEE,Keystone Realtors Limited,26-Aug-2026,Fund Raising/Other business matters,To consider Fund Raising and other business matters
SIMBHALS,Simbhaoli Sugars Limited,26-Aug-2026,Board Meeting Intimation,SIMBHAOLI SUGARS LIMITED has informed the Exchange about Board Meeting to be held on 26-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
